Datetime,Open,High,Low,Close,Adj Close,Volume
2023-01-23 14:30:00+00:00,180.6000061035156,180.64990234375,178.5500030517578,179.0402069091797,179.0402069091797,2685083.0
2023-01-23 14:35:00+00:00,179.15049743652344,180.4900054931641,178.1750030517578,180.0,180.0,1601778.0
2023-01-23 14:40:00+00:00,180.02999877929688,181.8800048828125,180.01220703125,181.3300018310547,181.3300018310547,1620138.0
2023-01-23 14:45:00+00:00,181.3500061035156,182.259994506836,180.9100036621093,182.0599975585937,182.0599975585937,1394956.0
2023-01-23 14:50:00+00:00,182.0800018310547,184.22000122070312,181.7700042724609,184.07000732421875,184.07000732421875,1695760.0
2023-01-23 14:55:00+00:00,184.0467071533203,185.3999938964844,183.9499969482422,185.01499938964844,185.01499938964844,2293132.0
2023-01-23 15:00:00+00:00,185.0101013183593,186.7400054931641,184.82000732421875,185.92999267578125,185.92999267578125,1736481.0
2023-01-23 15:05:00+00:00,185.92999267578125,186.0,185.02999877929688,185.1450042724609,185.1450042724609,977527.0
2023-01-23 15:10:00+00:00,185.1215057373047,186.25,184.94140625,185.64010620117188,185.64010620117188,1083078.0
2023-01-23 15:15:00+00:00,185.72000122070312,186.3300018310547,185.4701995849609,186.1199951171875,186.1199951171875,737989.0
2023-01-23 15:20:00+00:00,186.1100006103516,187.0,185.8300018310547,186.6300048828125,186.6300048828125,1143669.0
2023-01-23 15:25:00+00:00,186.625,186.8000030517578,185.8000030517578,185.9183044433593,185.9183044433593,781704.0
2023-01-23 15:30:00+00:00,185.9100036621093,186.38999938964844,185.8500061035156,186.19000244140625,186.19000244140625,685143.0
2023-01-23 15:35:00+00:00,186.2400054931641,186.72000122070312,186.02999877929688,186.6479949951172,186.6479949951172,708025.0
2023-01-23 15:40:00+00:00,186.63999938964844,187.4900054931641,186.4219970703125,187.42990112304688,187.42990112304688,1396868.0
2023-01-23 15:45:00+00:00,187.4375,188.4199981689453,186.87820434570312,188.4100036621093,188.4100036621093,1212843.0
2023-01-23 15:50:00+00:00,188.4084014892578,188.8000030517578,188.0200958251953,188.2700042724609,188.2700042724609,1153889.0
2023-01-23 15:55:00+00:00,188.2449951171875,188.6600036621093,188.0500030517578,188.07000732421875,188.07000732421875,725456.0
2023-01-23 16:00:00+00:00,188.0800018310547,188.8800048828125,187.9600067138672,188.451400756836,188.451400756836,781010.0
2023-01-23 16:05:00+00:00,188.4750061035156,189.19000244140625,188.2400054931641,189.009994506836,189.009994506836,860341.0
2023-01-23 16:10:00+00:00,188.9900054931641,189.4499969482422,188.6499938964844,188.72000122070312,188.72000122070312,1005052.0
2023-01-23 16:15:00+00:00,188.7400054931641,189.8800048828125,188.52999877929688,189.8314971923828,189.8314971923828,901136.0
2023-01-23 16:20:00+00:00,189.84500122070312,189.9600067138672,188.8699951171875,189.1699981689453,189.1699981689453,761553.0
2023-01-23 16:25:00+00:00,189.1699981689453,189.2100067138672,188.1999969482422,188.3800048828125,188.3800048828125,754159.0
2023-01-23 16:30:00+00:00,188.3800048828125,189.02999877929688,188.3600006103516,188.884994506836,188.884994506836,730728.0
2023-01-23 16:35:00+00:00,188.9199981689453,189.38999938964844,188.55360412597656,189.1000061035156,189.1000061035156,838530.0
