Datetime,Open,High,Low,Close,Adj Close,Volume
2023-01-23 14:30:00+00:00,135.02000427246094,136.6300048828125,134.27000427246094,135.1699981689453,135.1699981689453,10708989.0
2023-01-23 14:35:00+00:00,135.1699981689453,137.2899932861328,134.97000122070312,136.8800048828125,136.8800048828125,5930767.0
2023-01-23 14:40:00+00:00,136.94000244140625,137.57000732421875,136.50010681152344,136.85690307617188,136.85690307617188,4523104.0
2023-01-23 14:45:00+00:00,136.86000061035156,137.6999969482422,136.7100067138672,137.6300048828125,137.6300048828125,3892062.0
2023-01-23 14:50:00+00:00,137.64999389648438,138.75,137.49000549316406,138.6927947998047,138.6927947998047,4498358.0
2023-01-23 14:55:00+00:00,138.7100067138672,139.14999389648438,138.32000732421875,138.77000427246094,138.77000427246094,4602995.0
2023-01-23 15:00:00+00:00,138.74000549316406,139.389892578125,138.6750030517578,139.11000061035156,139.11000061035156,3818667.0
2023-01-23 15:05:00+00:00,139.10130310058594,139.3300018310547,138.16000366210938,138.8000030517578,138.8000030517578,3527524.0
2023-01-23 15:10:00+00:00,138.7978973388672,139.4499969482422,138.4199981689453,139.0780029296875,139.0780029296875,3448592.0
2023-01-23 15:15:00+00:00,139.07000732421875,139.24000549316406,138.60000610351562,138.72000122070312,138.72000122070312,2471480.0
2023-01-23 15:20:00+00:00,138.72000122070312,139.4499969482422,138.5399932861328,139.4199981689453,139.4199981689453,2467942.0
2023-01-23 15:25:00+00:00,139.41619873046875,139.6999969482422,138.75,138.7899932861328,138.7899932861328,3036029.0
2023-01-23 15:30:00+00:00,138.7899932861328,139.41000366210938,138.5399932861328,138.8699951171875,138.8699951171875,2464715.0
2023-01-23 15:35:00+00:00,138.868896484375,139.3000030517578,138.76010131835938,139.10000610351562,139.10000610351562,1938604.0
2023-01-23 15:40:00+00:00,139.10000610351562,139.42990112304688,138.91000366210938,139.34300231933594,139.34300231933594,2099397.0
2023-01-23 15:45:00+00:00,139.3699951171875,140.35000610351562,139.17999267578125,140.19729614257812,140.19729614257812,3793860.0
2023-01-23 15:50:00+00:00,140.1999053955078,140.27000427246094,139.7100067138672,139.92999267578125,139.92999267578125,2486281.0
2023-01-23 15:55:00+00:00,139.91000366210938,140.3300018310547,139.80999755859375,139.95809936523438,139.95809936523438,2174862.0
2023-01-23 16:00:00+00:00,139.9499969482422,140.52999877929688,139.9499969482422,140.41990661621094,140.41990661621094,1994529.0
2023-01-23 16:05:00+00:00,140.41000366210938,140.8800048828125,140.1699981689453,140.7949981689453,140.7949981689453,2619326.0
2023-01-23 16:10:00+00:00,140.79220581054688,141.02000427246094,140.3699951171875,140.44000244140625,140.44000244140625,2661913.0
2023-01-23 16:15:00+00:00,140.44149780273438,141.3800048828125,140.38999938964844,141.36439514160156,141.36439514160156,2648236.0
2023-01-23 16:20:00+00:00,141.3634033203125,141.5500030517578,141.2100067138672,141.30499267578125,141.30499267578125,2435585.0
2023-01-23 16:25:00+00:00,141.31500244140625,141.39999389648438,140.5399932861328,140.57000732421875,140.57000732421875,3879627.0
